symbol,beta_pos,beta_neg,beta_diff,correlation,r_squared
AAPL,1.2322288781664148,1.1748235776550826,0.05740530051133219,0.580003481434031,0.3364040384755963
ABBV,0.9742613023742093,1.0791620264828417,-0.10490072410863238,0.49620227381474064,0.24621669653891864
ABT,1.0710123409422898,1.1237448463868003,-0.05273250544451047,0.6778926620334834,0.4595384612388427
ACGL,0.5910099957760773,0.6363845806426884,-0.04537458486661117,0.5230735497132133,0.2736059384095815
ACN,1.0271921550405383,1.0760808951327137,-0.048888740092175365,0.7011690260273337,0.49163800306011984
ADBE,1.4383305569143545,1.1915829129662683,0.24674764394808624,0.6431247112378075,0.4136093942047132
ADI,1.2234968222384297,1.173520510686023,0.04997631155240678,0.6427724853407473,0.41315646791112093
ADM,0.8637766414637942,0.9418078929882602,-0.078031251524466,0.5386128801638826,0.29010383467843315
ADP,1.0815418433484125,1.0286582279410244,0.052883615407388174,0.7082806271869602,0.5016614468483538
ADSK,1.235372384671209,1.5317718578266617,-0.2963994731554527,0.5973800431456049,0.3568629159486446
AEE,0.5053622098904884,0.3845161679826808,0.12084604190780762,0.3209480712931005,0.10300766446676113
AEP,0.3667973185535261,0.3387640572708768,0.028033261282649324,0.29624252504904286,0.08775963364743267
AES,0.8017782794506075,0.8798948672416486,-0.07811658779104103,0.4526682053617035,0.2049085041453853
AFL,0.8423280263524678,0.8855196784095473,-0.04319165205707942,0.6535480874088504,0.4271251025557662
AIG,0.9271140704266121,0.983542972295361,-0.05642890186874894,0.6263791788772669,0.39235087573095917
AIZ,0.8691046535117917,0.8910004258798869,-0.021895772368095257,0.5466658654108575,0.29884356840540194
AJG,0.7649971796445735,0.8896820995339811,-0.12468491988940766,0.665415977846542,0.44277842357346975
AKAM,1.244377661825682,1.2406099613435093,0.0037677004821727866,0.4867020437531589,0.23687887939350183
ALB,0.9693933176838331,1.232129839221058,-0.26273652153722493,0.5221030890558102,0.27259163560161903
ALGN,1.139167714005223,1.4410391956666222,-0.3018714816613992,0.4766132593430162,0.22716019898157314
ALL,0.77479430233179,0.7952898343373626,-0.020495532005572525,0.6066357538982795,0.3680069379077342
AMAT,1.2848298189073708,1.3747866234989659,-0.08995680459159505,0.6012025478910824,0.3614445035907291
AMCR,-0.11804312063590132,0.1761157576172917,-0.29415887825319303,0.023914530916423458,0.0005719047889526374
AMD,1.3613508622739703,1.949361502845863,-0.5880106405718928,0.3700140018637026,0.1369103615751922
AME,1.0416794054966907,1.0795313121322718,-0.037851906635581134,0.7361694993269401,0.5419455317392774
AMGN,1.2797247807785825,1.11259344749073,0.16713133328785257,0.5946353643019237,0.35359121647848146
AMP,1.3469500678560067,1.569557563396915,-0.2226074955409083,0.7549528616354212,0.5699538232915113
AMT,0.5701709172333309,0.7031160839105125,-0.1329451666771816,0.4384276660490952,0.19221881835725685
AMZN,1.2776250469045716,1.2680215276726525,0.009603519231919044,0.5780345817059307,0.33412397764795043
ANSS,1.058616853638342,1.1088770177766782,-0.05026016413833623,0.6652840138212269,0.44260281904608245
AON,0.8400642105091178,0.8939635889874948,-0.053899378478377,0.6453788314538793,0.41651383608877435
AOS,1.0737866665715154,1.0632162342279992,0.01057043234351629,0.631995201797594,0.39941793509518175
APA,1.380605554316555,1.2991874037822724,0.08141815053428259,0.45244490614244104,0.20470639309424243
APD,0.92296265657655,0.9489051282617434,-0.02594247168519348,0.649782086194951,0.4222167595398627
APH,1.0634206762576595,1.0564265496228449,0.006994126634814579,0.7143440062024649,0.5102873591973871
APO,1.0470067658653617,1.1850510841097204,-0.1380443182443587,0.5312684891123233,0.2822462075236907
APTV,1.2535870379268752,1.334380360279289,-0.08079332235241377,0.6144982524090841,0.37760810221381835
ARE,0.6155493137603709,0.6655939836614252,-0.05004466990105427,0.4698420275945085,0.22075153089411892
ATO,0.5156527020709654,0.38570972591969227,0.1299429761512731,0.3709535557552828,0.13760654052748766
AVB,0.5506044227041874,0.5569728090363079,-0.006368386332120446,0.4059274319456688,0.16477708000600544
AVGO,1.3730673631318087,1.3872072472163324,-0.014139884084523713,0.5480096581406185,0.30031458541539724
AVY,0.8929960712741434,1.0181634038257341,-0.12516733255159074,0.6252794257054245,0.3909743602105058
AWK,0.4143420137873717,0.3570278226453129,0.05731419114205877,0.31054704994509963,0.09643947022960409
AXON,1.104636514966241,1.0456851630482185,0.05895135191802248,0.3336034118175626,0.11129123637631833
AXP,0.9051871930895626,1.116442443403429,-0.21125525031386638,0.649409328060547,0.42173247537205116
AZO,0.5934275302058094,0.6342644810195857,-0.04083695081377625,0.3818283372708068,0.1457928791429891
BA,1.0530642398714185,1.2019042483566682,-0.1488400084852497,0.5907447991002046,0.34897941766394114
BAC,1.256833194070352,1.3812523197082431,-0.12441912563789104,0.6784152640999945,0.4602472705638654
BALL,0.7692919514247565,0.7717184573081982,-0.002426505883441732,0.5254995907203861,0.27614981984729325
BAX,0.8595072682738729,0.855527038711575,0.003980229562297932,0.572222248534535,0.327438301717919
BBY,1.0125119556573248,1.0390672251459516,-0.026555269488626854,0.3757024938483444,0.1411523638838652
BDX,0.8419189851496292,0.9346246272470163,-0.09270564209738719,0.6213247874775267,0.3860444915339938
BEN,1.1774686177800586,1.2372205098707494,-0.05975189209069076,0.6962244289914862,0.48472845552452104
BF-B,0.8187165551043831,0.756318673150523,0.06239788195386009,0.5214092247248406,0.2718675796281592
BG,0.5456347220920058,0.5639564654867065,-0.018321743394700718,0.335282454997205,0.11241432462895296
BIIB,1.2714192129825514,1.188738244010727,0.08268096897182442,0.41673931442019446,0.17367165618341363
BK,1.0060228760565912,1.1725280622593481,-0.1665051862027569,0.6762690880243803,0.457339879417327
BKNG,1.0529155558674967,1.153742863276711,-0.1008273074092143,0.5728271202215999,0.32813090966137126
BKR,1.1783922329866265,1.0968396326933918,0.08155260029323474,0.42240229371598914,0.17842369773652889
BLDR,1.3370954119778915,1.5119569036350171,-0.1748614916571256,0.3828044907427627,0.14653927813282563
BLK,1.3320547921208827,1.3407114999920968,-0.008656707871214087,0.7924539645793812,0.6279832859775791
BMY,0.93067184802447,0.9634855190291097,-0.03281367100463972,0.44961098619681394,0.20215003890887184
BR,0.9299276766186334,0.8857050673806247,0.04422260923800869,0.6155611782304533,0.3789155641444639
BRK-B,1.0259831712624272,0.9728970006142753,0.05308617064815191,0.7982477741759698,0.6371995089768897
BRO,0.7255023408632965,0.793875173516331,-0.06837283265303451,0.608113654415288,0.3698022166863164
BSX,1.0256664876039754,1.0637003587755922,-0.03803387117161683,0.5466150004680844,0.2987879587367237
BX,1.2930495596090288,1.2098891587466563,0.08316040086237253,0.6041396715072082,0.3649847426888375
BXP,0.7711717645327024,0.7391968949103699,0.031974869622332536,0.5221030523741282,0.27259159729838167
C,1.298765513581086,1.3742407040139295,-0.07547519043284345,0.7362662330605008,0.5420879659450997
CAG,0.6425750731408257,0.7561229046809471,-0.11354783154012138,0.35382801406535835,0.12519426353743546
CAH,1.035417704860162,0.8369957596083824,0.1984219452517797,0.4802861276828907,0.2306747644446261
CAT,1.232848793715117,1.1744844371332355,0.05836435658188144,0.6476993779066452,0.41951448414065506
CB,0.7779715704536121,0.7950805424011324,-0.017108971947520257,0.6419353235930285,0.4120809596764863
CBOE,0.4729232453129621,0.47115372797811766,0.0017695173348444282,0.3312963753312542,0.10975728830762699
CBRE,1.0743259042632425,1.3193781109751073,-0.24505220671186478,0.6570220279995169,0.43167794527659775
CCI,0.5476205498818706,0.5298541828703509,0.01776636701151968,0.3925645850186552,0.1541069534108691
CCL,0.834524713578198,1.1813547037886145,-0.3468299902104165,0.5436935758885544,0.2956027044624834
CDNS,1.025942194261795,1.1214160165831095,-0.09547382232131452,0.5755575407262827,0.3312664826868865
CF,1.0213492528089207,1.251816933363048,-0.23046768055412725,0.41055558458560154,0.168555888034425
CHD,0.5382318566196393,0.5218464826383907,0.01638537398124862,0.3901722751021204,0.15223440425836476
CHRW,0.8029249085161467,0.6916405180397235,0.11128439047642324,0.45340646661619083,0.20557742396937906
CHTR,0.9114408902327303,0.924822688922861,-0.013381798690130675,0.431631446907237,0.18630570595923468
CI,0.7935874745451872,0.8652545864837453,-0.07166711193855813,0.44073520958623047,0.19424752496901854
CINF,0.8376861184015653,0.7947798373425458,0.0429062810590195,0.6312092320629342,0.39842509464147924
CL,0.5953237699907324,0.6455083933149521,-0.05018462332421969,0.5035830559628577,0.25359589425289064
CLX,0.4908372418852901,0.5127942674607553,-0.021957025575465194,0.365527843838543,0.1336106046212543
CMCSA,0.8935170980721955,0.9299267020683045,-0.03640960399610904,0.5720126326783206,0.32719845194358343
CME,0.7815259175314822,0.6714016296177925,0.11012428791368967,0.4803683814773036,0.23075378192312435
CMG,0.6346175474780829,0.6929405008380684,-0.0583229533599855,0.2892989563679899,0.08369388615560802
CMI,1.095400205905114,1.0774143354680314,0.01798587043708255,0.6210987110836472,0.38576360890976813
CMS,0.45210323807915304,0.2850028711155883,0.16710036696356473,0.2994417952783121,0.08966538875949859
CNC,1.0887697769811733,0.9833698805231688,0.10539989645800452,0.43763906593498586,0.19152795203244666
CNP,0.6434266265489871,0.5531206051059829,0.09030602144300415,0.4263512854331549,0.1817754185905035
COF,1.1668445436463304,1.1880756648255002,-0.02123112117916981,0.657145904698327,0.43184074006178286
COO,0.6705255268189905,0.8099854649259176,-0.13945993810692714,0.4799769395349971,0.23037786248538217
COP,1.2613719452770706,1.0926941200239142,0.16867782525315644,0.5310122149684947,0.28197397244574673
COR,0.7477474800338816,0.7737463134198952,-0.02599883338601361,0.4254225079997526,0.1809843103127997
COST,0.7172417538746222,0.7706161228742738,-0.053374368999651645,0.5332277328695704,0.28433181510122185
CPAY,1.0799062406699658,1.1819261119053222,-0.10201987123535639,0.5556806980111766,0.3087810381421885
CPB,0.6656484084631646,0.4719839870550326,0.19366442140813206,0.3012173299161502,0.09073187984181486
CPRT,0.7799755149752409,0.9808754468839366,-0.2008999319086957,0.5344086276671192,0.2855925813250536
CPT,0.4942108882136528,0.5944320611477716,-0.10022117293411881,0.3902849955820577,0.15232237777648683
CRL,0.9988657510963297,1.2569180500012083,-0.2580522989048786,0.5677274729588101,0.3223144835521964
CRM,1.4517074865238917,1.3459989719067422,0.10570851461714947,0.5820517874833852,0.33878428331260346
CSCO,1.216171564169962,1.191662035154786,0.024509529015176,0.6399836419025675,0.4095790619028735
CSGP,1.1251869187718988,1.098701749074924,0.026485169696974786,0.5280971912425264,0.27888664339824554
CSX,1.1156160645473943,1.157436034634452,-0.041819970087057845,0.5837115712990286,0.34071919846838106
CTAS,0.9777658061085701,1.0227213209424932,-0.04495551483392313,0.6277611540640722,0.3940840665518558
CTRA,0.9721249250288482,0.8888244886045946,0.08330043642425355,0.3694988045184014,0.13652936654052783
CTSH,1.1572951397264513,1.0850503771935527,0.07224476253289858,0.564637275653832,0.3188152530577816
CVS,0.7960202132088131,0.7779272242845252,0.0180929889242879,0.49219899935427047,0.2422598549653452
CVX,1.0496689550074088,0.9543660205214104,0.09530293448599836,0.6089284264588651,0.37079382854966936
D,0.45291000109879753,0.28759795566700186,0.16531204543179567,0.31584613801423717,0.0997587828985087
DAL,1.0498507041688705,1.2794715600268813,-0.22962085585801084,0.5261005023406117,0.276781738563044
DD,1.2648768731276858,1.161480120354643,0.10339675277304283,0.6030974247790023,0.3637265037750643
DE,0.9202419669229096,1.087618558725133,-0.16737659180222342,0.554988850199475,0.30801262384573536
DECK,0.9477076053932642,1.0270809578227267,-0.07937335242946253,0.3550303641648547,0.12604655947902943
DG,0.6819581464766297,0.5708673052762898,0.11109084120033985,0.37567761066623145,0.1411336671558886
DGX,0.7343379216279364,0.7753620516231865,-0.04102412999525007,0.49702100430822815,0.24702987872355975
DHI,1.056407418307017,1.0866555708810852,-0.03024815257406832,0.4830354209929319,0.23332321793381894
DHR,0.9853797988867287,0.946442112151036,0.038937686735692645,0.6973184382131227,0.4862530042719886
DIS,0.9298431689769937,1.0048945619240164,-0.07505139294702268,0.6058873323814459,0.36709945954030465
DLR,0.591581261615849,0.5360001033135487,0.05558115830230026,0.33794573956793805,0.11420732289212077
DLTR,0.7650740250712349,0.723968386953463,0.0411056381177719,0.38277775341353965,0.14651880850831656
DOC,0.5568016642489779,0.43226473966745876,0.12453692458151916,0.28372245669814944,0.08049843243483334
DOV,1.1085288521878738,1.0856189408181172,0.02290991136975662,0.6425658326488617,0.4128908492877248
DPZ,0.795023755881787,0.8494958534664426,-0.054472097584655654,0.4194937856458157,0.1759750361954575
DRI,0.6444187866105753,0.7259678091408028,-0.08154902253022756,0.4157724729689234,0.17286674927869417
DTE,0.4303987791661293,0.30473485690381935,0.12566392226230994,0.3164332135814244,0.10012997865746742
DUK,0.41063571658717957,0.23348601801172375,0.17714969857545582,0.27286156967714637,0.0744534362066761
DVA,0.7364794215827215,0.7700229154764242,-0.0335434938937027,0.4249412502405432,0.18057506615599583
DVN,1.4150074456031876,1.4353545082812715,-0.02034706267808395,0.4948238614375587,0.244850653847976
DXCM,1.0318593997049517,1.1373129639091935,-0.10545356420424179,0.32392071913660325,0.10492463228597426
EA,1.0848437844983958,0.9537509539841107,0.1310928305142851,0.42864668873424244,0.18373798376283057
EBAY,0.9570147608174494,1.0445485222218436,-0.08753376140439417,0.5055757794113478,0.2556068687273919
ECL,0.9148490002691134,0.9287073203035696,-0.013858320034456195,0.6819772002563926,0.46509290166954786
ED,0.3327440341969047,0.2201299515584986,0.11261408263840608,0.22429094244488362,0.05030642686281417
EFX,0.8220799064764313,0.8763929466404335,-0.05431304016400229,0.5408682205967575,0.29253843205150276
EG,0.6631244187381675,0.6435242711249733,0.019600147613194174,0.44599387545758234,0.1989105369456734
EIX,0.4355704308179408,0.3832535893257894,0.05231684149215138,0.2510052423024664,0.06300363166331979
EL,0.9165446704115577,0.8772611334660632,0.03928353694549458,0.5377035244125109,0.28912508016563576
ELV,0.9220469452145424,0.8007658485709563,0.1212810966435861,0.4857465261921234,0.2359496877077153
EMN,1.280412391814801,1.066080904921599,0.21433148689320203,0.6486445797956031,0.42073979089821434
EMR,1.1159562736001243,1.0760429604620831,0.03991331313804114,0.7066684784166883,0.4993803383877573
ENPH,1.5129982717310397,1.0891644265799034,0.4238338451511363,0.25750091625063043,0.06630672186991415
EOG,1.265161555323972,1.1203993895612063,0.14476216576276557,0.5243586293179836,0.2749519721402345
EPAM,1.2123938232502665,1.2294277738585524,-0.01703395060828594,0.5045239630702197,0.25454442931208043
EQIX,0.5833493151689437,0.8002753094386812,-0.21692599426973747,0.4499281995606234,0.2024353847598641
EQR,0.5295949296998578,0.5410678100649269,-0.011472880365069105,0.39456883681680566,0.15568456698696698
EQT,1.1103426281657733,0.8069417538093053,0.303400874356468,0.39339145211302057,0.15475683459559098
ERIE,0.708799546763823,0.6682120958585482,0.04058745090527471,0.4144563529084432,0.17177406846616794
ES,0.4135988230457017,0.3180296723742627,0.09556915067143901,0.30737324757883605,0.0944783133271605
ESS,0.6236834049810894,0.5433890537915366,0.08029435118955286,0.4069873187341057,0.16563867761037665
ETN,1.1602021319603217,1.1851620671524628,-0.024959935192141014,0.7018195245278964,0.4925506450085624
ETR,0.4216729205347056,0.32866129643333647,0.09301162410136915,0.2861940221609784,0.08190701832067837
EVRG,0.4215214185182281,0.3695787201473508,0.05194269837087728,0.29776845369699984,0.08866605201710231
EW,1.1334956764289652,0.9754976597324311,0.15799801669653413,0.4450944582810978,0.19810907679254364
EXC,0.5192875752694337,0.3833114616137887,0.135976113655645,0.316080276736498,0.0999067413418212
EXPD,0.8087606823412729,0.9556267546281474,-0.14686607228687454,0.5758355216741889,0.3315865480217851
EXPE,1.0995679109557026,1.1473601997463725,-0.04779228879066988,0.4105801713244298,0.16857607708479816
EXR,0.6172254898700544,0.4569175704425631,0.16030791942749134,0.3364397594943671,0.1131917117686273
F,0.976864916080011,1.0338342173089528,-0.05696930122894173,0.5668792855541797,0.32135212439041727
FANG,1.3379810091385096,1.331736793448416,0.006244215690093702,0.44942093658650495,0.2019791782422915
FAST,1.0708355900052113,1.0781586955392468,-0.007323105534035479,0.5582897607396285,0.3116874569467115
FCX,1.7310684022383171,1.5797761556885312,0.1512922465497859,0.46006767185160746,0.21166226268295818
FDS,0.8629240557781392,0.9804174029357579,-0.11749334715761861,0.5964879564380217,0.35579788217560715
FDX,1.1727870631846165,1.1936269655377196,-0.02083990235310318,0.6304900078538718,0.3975176500035754
FE,0.5308139734045885,0.39207852727751374,0.13873544612707472,0.28963792001612315,0.08389012471126611
FFIV,0.9268315753881067,1.0510170253353395,-0.1241854499472328,0.5064425238198702,0.25648402993303976
FI,1.015083746816396,0.9312825496849838,0.08380119713141221,0.6884146955826083,0.47391479309409534
FICO,1.1950119252188707,1.1334749073510175,0.06153701786785315,0.5986720653805555,0.35840824186702014
FIS,0.9931563492615132,0.9912208121775125,0.001935537084000738,0.6492526465364956,0.4215289990346438
FITB,1.1639563914601838,1.243428699876166,-0.0794723084159823,0.6222287391543061,0.38716860382955776
FRT,0.6735481382907641,0.5446745743730654,0.12887356391769866,0.45362078025064334,0.20577181227520247
FSLR,1.132582684477387,1.351554496966359,-0.21897181248897213,0.3920752633449219,0.1537230121269898
FTNT,1.0365342193624425,1.2768404147214634,-0.24030619535902087,0.46444583835788306,0.2157099367679569
GD,0.8900354666412958,0.9848290682804574,-0.0947936016391615,0.6370480538370993,0.4058302228976356
GE,0.8731174563463576,1.0829647573794865,-0.20984730103312887,0.48331367823744237,0.23359211157140602
GEN,1.1092383490970976,0.8666083733645069,0.2426299757325907,0.4056693195072044,0.16456759678943822
GILD,1.1693006982302507,1.1091198513429474,0.060180846887303296,0.5193776714274303,0.2697531655773796
GIS,0.6218548830200601,0.5108631357293767,0.1109917472906834,0.3943069001626524,0.15547793151587996
GL,0.8898334438945227,1.0118082305284883,-0.12197478663396566,0.739010574918097,0.5461366298407763
GLW,1.228303312451998,1.1756862723978359,0.05261704005416212,0.6276755289622968,0.39397656965809924
GM,1.0369398778353556,1.0858552841637799,-0.04891540632842428,0.5555678247349816,0.3086556078807591
GNRC,1.243660866588257,1.040207729766241,0.20345313682201582,0.4634143758837022,0.21475288377568114
GOOG,1.2340171132990294,1.1432111166275247,0.09080599667150469,0.6451845531719286,0.4162631076516611
GOOGL,1.2110793628568803,1.1491998091333553,0.06187955372352505,0.6461781625828956,0.41754621779900714
GPC,0.902071968038104,0.8260442909801982,0.07602767705790581,0.6031110989381729,0.3637429976624109
GPN,1.1150896838754054,1.16732464027062,-0.05223495639521469,0.6074665853672879,0.36901565233779254
GRMN,0.863233003433563,0.9405900990441683,-0.07735709561060533,0.4766032322959117,0.2271506410349109
GS,1.0789328798442994,1.3233557055401552,-0.24442282569585583,0.727500708040509,0.5292572801994418
GWW,0.8912885359008795,0.8537524435729286,0.037536092327950965,0.46789646077045927,0.21892709800152177
HAL,1.214645051709764,1.1499643859646345,0.06468066574512954,0.5256761812428439,0.2763354475260592
HAS,0.7583993483954728,0.8640729045375468,-0.10567355614207397,0.4241751005056041,0.17992451588893932
HBAN,1.059705162011144,1.2569133882521586,-0.19720822624101464,0.6313293866866234,0.3985767944941079
HCA,0.7873891140041467,1.0149035540589042,-0.22751444005475752,0.44009553734909485,0.19368408199458853
HD,0.8945114899438471,0.9723195560259456,-0.07780806608209845,0.6433458344946883,0.41389386276166684
HES,1.4685307632567384,1.433489611271973,0.03504115198476532,0.5346570066247405,0.28585811473292755
HIG,0.976103331126946,0.9915304266857969,-0.015427095558850912,0.6507880542335365,0.4235250915330725
HII,0.9908681231616617,1.0076401799460333,-0.016772056784371547,0.538246674767842,0.28970948289863907
HOLX,0.753119764609224,0.9776941021188671,-0.22457433750964306,0.49524453630762183,0.24526715074255145
HON,1.0665584878338075,1.0144775509087454,0.052080936925062105,0.7746062244212505,0.6000148029121444
HPQ,1.0889406737030518,1.285892190723235,-0.1969515170201832,0.5162045403368716,0.26646712746440093
HRL,0.6660707094112335,0.5837291233794328,0.08234158603180064,0.4106510706341671,0.16863430181298766
HSIC,0.8681402126320457,0.8396997229542615,0.02844048967778412,0.5255059546173917,0.27615650833833605
HST,1.0208693518914513,1.0861115082225372,-0.06524215633108588,0.5958621901706768,0.35505174967499564
HSY,0.6199400476919585,0.43963097299126014,0.1803090747006984,0.35324095678255013,0.12477917354865142
HUBB,0.9273339790190605,1.03074389467883,-0.10340991565976965,0.6373516425224158,0.4062171162260212
HUM,0.8515948011356399,0.6529193532026955,0.19867544793294445,0.36678563352476057,0.1345317009601602
IBM,0.8928504400034402,0.9447669666350977,-0.05191652663165758,0.5953582033999868,0.3544513903556601
ICE,0.8776081985455196,0.8439427930325066,0.033665405513013,0.5405537138773685,0.2921983175866161
IDXX,1.1241929798559438,1.0595821299890742,0.0646108498668696,0.4977085395925791,0.24771379038337793
IEX,0.9984420746186307,0.9967007814410184,0.0017412931776122909,0.7205235086050911,0.5191541264525906
IFF,0.8649505861195441,0.9603766994748533,-0.09542611335530915,0.5332605466042325,0.28436681056464475
INCY,1.4215122215580969,1.571090674665098,-0.14957845310700124,0.4102275660032565,0.16828665590895608
INTC,1.2265807875441674,1.0889385637900502,0.13764222375411728,0.6106955537280422,0.3729490593432
INTU,1.1420379404272623,1.181167511012627,-0.039129570585364704,0.6508393683718862,0.4235918834227159
IP,1.1570253236289119,1.0637005297228934,0.09332479390601844,0.6130094028976528,0.37578052804093676
IPG,0.940514645293012,1.0446734384177914,-0.10415879312477938,0.5536517708882928,0.3065302834077427
IRM,0.8268293679759767,0.6666019829538297,0.16022738502214706,0.38597061191419224,0.14897331326141594
ISRG,0.9539492546630918,1.0642940031974912,-0.11034474853439946,0.4611293541435732,0.2126402812528687
IT,0.8710079778511888,0.9797154656813372,-0.10870748783014839,0.5498312677627976,0.3023144230096453
ITW,1.0267023225584737,1.0991569737409561,-0.0724546511824824,0.7298795332614408,0.5327241330739385
IVZ,1.2953769229450325,1.4262479008512718,-0.13087097790623936,0.7075446198811822,0.5006193891228065
J,1.0575254280668003,1.1236998375115939,-0.06617440944479358,0.6147794128761827,0.37795372649638415
JBHT,0.9124261664668432,0.8622654081794439,0.0501607582873993,0.5482801580113503,0.30061113166895126
JBL,1.0546054371522944,1.2203323495124458,-0.16572691236015147,0.5162774686713948,0.26654242465774347
